PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Nationality,Occupation,TravelPurpose,LuggageCount,HasLifeboatAccess,Name
496,1,1,male,21.4,0,0,TICK333335,322.11,,S,British,Lawyer,Leisure,0,1,Rev. Thomas Smith
497,0,3,male,21.7,0,2,TICK283258,5.58,,C,Irish,Farmer,Business,0,0,Master. Thomas Taylor
498,0,2,male,39.5,0,0,TICK205497,17.47,,S,British,Nurse,Migration,7,0,Mr. George Taylor
499,0,3,male,53.2,0,0,TICK877618,17.47,E42,S,American,Laborer,Business,6,0,Dr. William Johnson
500,0,3,male,56.9,3,0,TICK604186,16.5,,S,Other,Servant,Migration,0,0,Rev. John Wilson
501,1,3,male,20.8,0,0,TICK308301,10.26,C4,Q,American,Servant,Leisure,1,0,Mr. John Clark
502,0,3,male,,1,0,TICK956325,10.65,,S,Irish,Servant,Leisure,0,0,Master. George Brown
503,0,3,female,34.3,0,0,TICK256882,13.0,B53,S,British,Servant,Leisure,1,1,Miss. Elizabeth Davis
504,0,3,female,35.0,3,0,TICK345650,5.0,A70,S,Irish,Laborer,Business,1,1,Mrs. Mary Lewis
505,0,2,male,27.3,0,0,TICK255880,19.65,,S,American,Engineer,Business,6,1,Dr. George Harris
506,1,3,female,18.0,1,0,TICK838818,8.12,,C,Other,Laborer,Business,4,0,Mrs. Mary Johnson
507,0,3,female,29.5,0,0,TICK805932,8.76,,S,American,Factory Worker,Leisure,5,1,Mrs. Sarah Smith
508,0,3,male,56.9,1,0,TICK380547,17.09,B13,C,British,Laborer,Leisure,0,0,Rev. James Davis
509,0,3,male,22.2,0,0,TICK243106,9.2,,S,British,Servant,Migration,8,0,Rev. William Johnson
510,0,1,male,33.4,2,0,TICK478963,120.02,,C,Irish,Lawyer,Migration,5,1,Dr. George Taylor
511,0,3,male,67.9,1,0,TICK331108,12.56,,S,British,Laborer,Migration,1,0,Mr. James Clark
512,0,2,male,22.0,0,0,TICK785532,44.63,,S,French,Nurse,Leisure,0,0,Mr. James Smith
513,1,3,male,40.2,0,0,TICK122023,8.62,,S,Other,Factory Worker,Business,2,0,Rev. Thomas Wilson
514,0,3,male,57.7,0,1,TICK727739,6.18,,S,British,Factory Worker,Migration,6,0,Rev. Thomas Harris
515,1,3,male,38.9,2,0,TICK253755,10.35,,S,American,Servant,Business,0,0,Dr. George Lewis
516,1,3,male,46.6,1,0,TICK467624,16.21,A40,S,British,Laborer,Migration,2,1,Dr. James Lewis
517,0,1,male,42.3,5,1,TICK769394,288.82,,C,Irish,Doctor,Leisure,0,1,Mr. John Harris
518,0,3,male,37.6,0,0,TICK923984,17.25,,S,American,Factory Worker,Leisure,0,1,Master. John Clark
519,0,3,female,50.7,1,0,TICK430838,19.39,C85,C,British,Farmer,Migration,0,1,Mrs. Alice Smith
520,0,3,male,39.7,0,0,TICK380459,16.89,E47,S,British,Laborer,Migration,0,0,Rev. John Smith
521,1,3,female,27.5,0,0,TICK84561,14.06,E86,S,American,Laborer,Leisure,5,1,Miss. Elizabeth Harris
522,0,3,male,32.2,0,2,TICK370082,12.4,,Q,British,Farmer,Migration,3,0,Rev. Thomas Davis
523,1,3,male,35.5,0,0,TICK588681,5.6,,S,Irish,Servant,Leisure,5,1,Dr. William Walker
524,1,1,male,24.1,0,0,TICK531205,492.63,,S,British,Lawyer,Leisure,3,1,Master. George Smith
525,1,3,male,32.9,1,0,TICK81157,10.75,B29,Q,American,Farmer,Business,0,0,Mr. John Johnson
526,1,2,female,30.7,3,0,TICK960064,16.09,,S,Other,Nurse,Migration,5,1,Miss. Sarah Johnson
527,1,3,female,39.7,0,1,TICK380895,15.0,,S,French,Servant,Migration,0,1,Lady. Mary Clark
528,0,2,male,62.4,1,2,TICK686066,21.37,,C,British,Nurse,Leisure,1,0,Mr. Thomas Wilson
529,0,2,female,,0,0,TICK508672,33.43,,S,British,Clerk,Leisure,0,1,Mrs. Mary Brown
530,0,3,male,53.7,0,0,TICK635617,13.8,,S,American,Laborer,Migration,6,0,Dr. James Wilson
531,0,3,male,39.1,0,0,TICK242539,11.69,,S,British,Farmer,Migration,2,0,Mr. James Davis
532,1,3,male,,0,0,TICK471777,17.54,,Q,British,Farmer,Leisure,0,0,Rev. James Harris
533,0,3,male,23.3,1,0,TICK825499,8.97,,S,American,Farmer,Leisure,0,0,Master. William Taylor
534,0,3,female,32.9,1,0,TICK440196,11.73,C43,Q,Irish,Laborer,Business,1,1,Lady. Margaret Lewis
535,1,3,male,32.0,1,0,TICK241924,13.07,D86,S,American,Servant,Migration,0,1,Rev. James Davis
536,1,3,male,19.5,1,1,TICK597998,14.95,E67,C,Irish,Farmer,Business,0,0,Master. Thomas Taylor
537,0,1,female,21.6,1,1,TICK869033,398.47,E74,C,British,Doctor,Migration,0,1,Mrs. Mary Harris
538,0,1,male,35.7,0,0,TICK867945,215.56,,S,Irish,Lawyer,Migration,1,1,Master. James Taylor
539,1,3,female,53.5,0,1,TICK132366,14.69,,Q,Other,Servant,Leisure,6,1,Mrs. Mary Smith
540,0,3,male,29.0,0,2,TICK971684,7.26,,S,British,Servant,Migration,0,0,Dr. Thomas Walker
541,1,1,male,8.3,0,0,TICK564731,468.34,,S,French,Aristocrat,Leisure,6,1,Master. George Clark
542,1,3,female,-3.0,0,2,TICK257842,10.75,,S,American,Factory Worker,Migration,0,1,Miss. Alice Taylor
543,0,3,male,14.7,3,1,TICK815165,15.94,,S,British,Factory Worker,Leisure,0,1,Mr. George Walker
544,0,1,male,40.6,5,0,TICK954434,39.56,,C,British,Doctor,Migration,1,1,Rev. John Taylor
545,0,3,female,,3,0,TICK428417,8.08,,Q,French,Factory Worker,Business,6,1,Miss. Sarah Taylor
546,1,2,female,43.1,4,0,TICK707850,29.48,,S,British,Clerk,Leisure,2,1,Miss. Elizabeth Clark
547,1,3,male,39.8,0,0,TICK614160,18.17,,S,British,Farmer,Migration,1,0,Dr. George Lewis
548,0,1,male,28.5,1,0,TICK699249,277.81,B51,S,British,Doctor,Leisure,1,1,Master. Thomas Taylor
549,1,3,male,,0,0,TICK145850,18.95,,S,Irish,Servant,Migration,6,0,Dr. George Lewis
550,0,2,male,19.6,0,1,TICK635960,29.35,,C,British,Clerk,Leisure,0,0,Dr. Thomas Taylor
551,1,3,female,26.4,1,0,TICK273922,12.36,,C,Other,Servant,Leisure,5,1,Mrs. Alice Harris
552,1,2,female,35.3,0,0,TICK835515,14.79,,Q,British,Clerk,Migration,0,1,Lady. Mary Harris
553,0,3,male,11.2,0,0,TICK301820,17.04,,S,French,Farmer,Migration,0,1,Dr. William Johnson
554,1,2,female,51.7,0,3,TICK359163,19.88,,Q,American,Teacher,Migration,0,0,Miss. Elizabeth Walker
555,1,3,male,35.1,4,1,TICK330089,18.49,,C,Irish,Farmer,Migration,2,0,Mr. Thomas Harris
556,0,3,male,36.9,0,0,TICK124694,18.66,,C,French,Factory Worker,Leisure,0,1,Rev. John Harris
557,0,2,male,39.6,0,0,TICK86465,47.73,D16,S,French,Teacher,Migration,0,0,Rev. James Smith
558,1,3,male,49.9,0,0,TICK429346,12.8,C84,S,Other,Laborer,Business,1,0,Dr. John Lewis
559,1,3,male,32.9,0,1,TICK442474,15.16,,S,French,Farmer,Migration,0,0,Rev. James Taylor
560,0,3,male,40.6,3,0,TICK530558,16.68,,S,French,Farmer,Business,1,1,Rev. William Walker
561,0,2,female,19.9,2,0,TICK156607,15.24,C44,S,Irish,Teacher,Leisure,1,1,Mrs. Alice Johnson
562,0,3,male,57.0,0,0,TICK604992,14.01,,S,British,Farmer,Leisure,2,0,Master. John Davis
563,0,3,male,31.9,0,0,TICK519206,5.51,,Q,American,Servant,Migration,1,0,Rev. Thomas Walker
564,0,1,male,19.8,0,1,TICK664360,263.86,,C,Irish,Merchant,Leisure,10,0,Master. James Davis
565,1,3,male,23.3,0,2,TICK925258,7.32,C98,S,Irish,Factory Worker,Migration,5,0,Rev. George Wilson
566,1,1,male,1.7,0,5,TICK811176,115.97,,S,British,Lawyer,Leisure,1,0,Master. Thomas Walker
567,0,2,female,23.2,0,0,TICK208727,24.6,,C,British,Teacher,Business,2,1,Lady. Alice Walker
568,1,3,female,-6.4,0,1,TICK944584,11.49,D83,Q,French,Farmer,Business,0,0,Mrs. Margaret Johnson
569,1,1,male,41.8,2,0,TICK189655,322.89,,S,French,Aristocrat,Migration,1,0,Dr. George Davis
570,1,3,male,36.4,2,1,TICK919977,6.12,,S,American,Laborer,Migration,0,0,Mr. Thomas Taylor
571,1,3,male,15.5,1,1,TICK477126,12.56,B59,S,British,Farmer,Migration,5,0,Master. William Wilson
572,0,3,male,,3,1,TICK17265,7.74,,C,Irish,Servant,Business,0,0,Rev. Thomas Johnson
573,1,3,male,29.9,0,0,TICK175872,13.61,,S,American,Servant,Migration,0,1,Rev. Thomas Clark
574,1,1,female,12.6,2,0,TICK127656,329.58,,S,British,Merchant,Migration,1,1,Mrs. Margaret Davis
575,0,1,male,26.7,1,5,TICK439960,291.65,,S,British,Aristocrat,Migration,4,1,Master. John Walker
576,1,3,male,30.4,1,0,TICK277169,16.07,,C,British,Laborer,Business,0,1,Dr. Thomas Smith
577,0,3,male,26.3,0,0,TICK803694,10.03,,S,American,Farmer,Leisure,2,0,Master. John Clark
578,0,1,female,19.8,0,0,TICK582517,389.6,,S,French,Merchant,Migration,0,1,Mrs. Mary Smith
579,0,3,male,15.0,2,0,TICK746937,11.49,D66,S,French,Farmer,Migration,1,0,Mr. John Smith
580,1,3,male,25.8,0,0,TICK976306,12.26,,S,British,Factory Worker,Migration,4,1,Dr. John Clark
581,0,1,female,21.4,5,5,TICK493684,334.61,,S,Irish,Aristocrat,Leisure,4,1,Miss. Sarah Johnson
582,1,3,male,38.6,1,2,TICK779938,5.28,,S,French,Laborer,Leisure,2,1,Rev. Thomas Taylor
583,1,3,female,51.0,0,0,TICK106901,14.81,C68,C,British,Servant,Business,1,1,Miss. Sarah Wilson
584,0,1,male,,2,0,TICK133537,320.74,,C,British,Lawyer,Migration,0,1,Mr. John Brown
585,1,3,male,30.9,1,0,TICK912693,9.65,,S,British,Servant,Migration,2,0,Master. John Smith
586,0,1,male,20.3,1,0,TICK36730,70.32,,C,British,Doctor,Leisure,10,1,Master. Thomas Taylor
587,0,3,female,43.4,0,0,TICK875364,6.36,,C,French,Laborer,Leisure,0,1,Miss. Sarah Clark
588,0,1,female,39.5,0,0,TICK453376,463.92,,C,British,Doctor,Leisure,5,1,Lady. Sarah Smith
589,0,3,male,49.8,0,0,TICK26093,15.34,B89,S,French,Servant,Migration,4,1,Rev. William Harris
590,0,3,female,33.0,0,0,TICK724566,6.91,,S,Irish,Factory Worker,Migration,1,1,Mrs. Mary Taylor
591,1,3,male,56.0,0,0,TICK176044,10.35,,C,British,Farmer,Migration,0,0,Mr. James Wilson
592,0,3,male,33.0,1,0,TICK77561,13.89,,S,French,Servant,Migration,5,0,Mr. George Harris
593,0,2,female,20.2,0,0,TICK139808,43.42,B82,S,American,Engineer,Business,0,1,Lady. Alice Taylor
594,1,3,female,22.7,5,0,TICK540908,5.65,,S,British,Farmer,Migration,2,1,Miss. Alice Davis
595,0,3,male,37.8,3,0,TICK909989,8.55,,S,French,Farmer,Migration,0,1,Mr. William Walker
596,1,3,male,21.4,0,0,TICK556021,18.35,,S,British,Factory Worker,Migration,3,0,Master. Thomas Johnson
597,1,1,female,55.9,0,0,TICK964246,34.31,,C,Irish,Lawyer,Leisure,0,1,Lady. Elizabeth Brown
598,0,1,male,,1,0,TICK407967,124.66,,S,Irish,Aristocrat,Migration,2,1,Mr. William Clark
599,0,3,male,30.6,0,0,TICK949185,19.39,,S,British,Factory Worker,Leisure,3,0,Mr. George Lewis
600,1,3,male,31.8,0,0,TICK443875,14.2,,S,Irish,Servant,Business,0,0,Dr. George Johnson
601,0,3,female,26.1,2,0,TICK372581,8.93,,S,Irish,Factory Worker,Migration,3,1,Miss. Elizabeth Johnson
602,1,3,male,5.0,2,0,TICK134644,6.0,,S,Irish,Laborer,Migration,8,0,Mr. William Brown
603,0,3,female,22.8,0,0,TICK422860,5.42,,S,French,Servant,Leisure,0,1,Miss. Mary Wilson
604,1,1,female,53.6,0,1,TICK731782,145.03,,S,American,Aristocrat,Migration,1,0,Lady. Sarah Clark
605,1,2,male,33.4,2,0,TICK584994,45.26,E86,S,French,Nurse,Leisure,2,0,Master. Thomas Clark
606,1,1,male,45.7,0,0,TICK254162,225.48,C27,C,British,Lawyer,Leisure,1,0,Master. Thomas Davis
607,0,3,male,,0,2,TICK747568,15.81,E77,C,American,Factory Worker,Leisure,5,0,Mr. George Clark
608,1,3,female,29.4,0,0,TICK308643,18.77,A8,C,British,Servant,Migration,1,1,Miss. Mary Wilson
609,0,3,male,,0,0,TICK125811,11.12,,S,Other,Factory Worker,Leisure,7,0,Master. William Brown
610,0,3,male,6.4,2,2,TICK354169,7.87,B62,Q,Irish,Factory Worker,Migration,0,1,Mr. William Walker
611,1,3,male,52.1,0,0,TICK942019,12.76,,S,British,Laborer,Migration,1,0,Master. William Davis
612,0,3,male,50.7,0,0,TICK865776,18.62,,Q,British,Farmer,Leisure,0,0,Master. George Clark
613,0,3,male,37.4,4,0,TICK942992,17.07,,S,British,Servant,Leisure,1,0,Mr. George Brown
614,0,3,male,33.9,0,0,TICK353993,5.99,,S,Other,Laborer,Migration,2,0,Master. Thomas Harris
615,0,3,male,29.6,0,0,TICK621209,15.39,E25,S,Other,Laborer,Migration,0,0,Dr. Thomas Walker
616,0,3,female,47.6,0,2,TICK639328,13.58,,C,British,Laborer,Leisure,4,1,Lady. Elizabeth Davis
617,1,3,male,41.6,0,0,TICK647582,18.61,,S,American,Farmer,Business,2,1,Master. William Davis
618,0,2,male,-12.7,1,1,TICK114006,14.9,C18,S,Irish,Teacher,Business,0,0,Rev. James Wilson
619,1,1,female,,1,0,TICK758260,281.0,,S,British,Lawyer,Business,2,1,Miss. Margaret Lewis
620,0,3,female,13.2,2,1,TICK48435,18.19,,S,American,Factory Worker,Migration,0,1,Mrs. Sarah Clark
621,0,3,female,10.6,0,0,TICK78335,11.15,B27,S,British,Farmer,Migration,1,1,Miss. Mary Lewis
622,0,3,female,47.4,1,0,TICK775633,12.23,,C,British,Farmer,Migration,1,1,Mrs. Margaret Johnson
623,0,1,male,29.3,1,0,TICK966448,63.12,,S,French,Lawyer,Migration,5,1,Master. John Taylor
624,0,3,female,37.2,0,0,TICK373200,9.17,,S,British,Servant,Business,2,1,Miss. Mary Wilson
625,0,3,female,31.2,0,0,TICK997062,9.87,,S,French,Laborer,Migration,3,0,Lady. Mary Lewis
626,1,3,male,10.8,4,2,TICK471700,19.18,C68,Q,American,Factory Worker,Migration,0,0,Dr. George Lewis
627,0,3,female,6.7,2,0,TICK955911,9.24,,C,British,Servant,Leisure,1,1,Miss. Margaret Johnson
628,0,3,male,23.6,0,1,TICK429736,11.91,,C,French,Servant,Business,7,0,Dr. Thomas Davis
629,0,3,male,24.8,0,0,TICK662475,15.07,,S,Irish,Factory Worker,Migration,2,1,Mr. William Clark
630,1,1,female,24.8,2,0,TICK472600,106.23,,S,Irish,Doctor,Migration,0,0,Miss. Alice Lewis
631,1,3,male,25.2,1,2,TICK777677,12.3,A70,C,French,Servant,Leisure,1,1,Mr. James Brown
632,0,3,male,61.2,0,0,TICK876356,16.08,,S,British,Laborer,Leisure,1,1,Mr. John Brown
633,0,3,male,45.5,4,0,TICK457854,18.0,,S,American,Farmer,Migration,1,0,Dr. William Clark
634,0,3,female,33.6,0,1,TICK304343,14.39,,S,British,Servant,Migration,2,1,Miss. Mary Brown
635,0,3,male,28.9,0,2,TICK795464,15.04,,C,American,Farmer,Leisure,1,0,Rev. George Brown
636,0,3,female,,4,0,TICK501281,6.89,C15,S,American,Farmer,Migration,3,0,Miss. Elizabeth Smith
637,0,3,male,41.0,1,0,TICK735122,19.19,,S,French,Laborer,Leisure,5,0,Master. James Taylor
638,0,1,female,28.8,4,0,TICK142144,92.31,,C,Irish,Doctor,Business,5,1,Lady. Mary Wilson
639,0,1,female,43.7,0,1,TICK770070,394.1,,S,French,Lawyer,Business,0,1,Lady. Elizabeth Smith
640,0,2,male,35.2,1,4,TICK193362,20.59,C29,C,Irish,Clerk,Migration,1,1,Dr. Thomas Davis
641,1,1,female,61.3,1,0,TICK759862,468.79,,S,American,Lawyer,Migration,1,1,Lady. Alice Walker
642,0,1,male,27.9,4,1,TICK804162,368.38,A94,S,American,Doctor,Business,3,1,Rev. George Taylor
643,1,3,male,46.6,0,0,TICK619196,16.31,,S,American,Farmer,Business,1,0,Master. James Walker
644,0,3,female,14.4,0,0,TICK961854,8.29,C31,C,American,Factory Worker,Migration,0,1,Miss. Margaret Walker
645,1,3,male,20.6,0,0,TICK860943,11.65,,C,British,Laborer,Migration,2,0,Dr. Thomas Johnson
646,0,3,male,58.7,1,0,TICK983118,14.27,,S,Irish,Servant,Migration,4,0,Master. George Wilson
647,1,3,male,,0,2,TICK535117,16.55,,S,French,Farmer,Migration,7,1,Dr. John Johnson
648,0,3,male,37.4,0,2,TICK88859,6.56,,C,British,Laborer,Migration,0,0,Mr. William Harris
649,0,1,male,66.1,0,2,TICK160652,482.31,C93,C,Other,Aristocrat,Leisure,3,0,Rev. John Harris
650,0,3,male,29.1,4,3,TICK940103,18.35,C33,S,British,Servant,Migration,5,1,Master. George Lewis
651,0,3,male,46.6,0,2,TICK9161,9.06,,S,American,Factory Worker,Business,0,0,Master. George Davis
652,0,2,male,47.8,0,0,TICK623385,42.91,,C,British,Clerk,Migration,1,0,Rev. John Clark
653,1,3,female,54.5,0,1,TICK622856,12.77,,S,American,Farmer,Leisure,2,0,Mrs. Margaret Brown
654,0,3,male,12.8,4,2,TICK388840,11.93,A2,S,British,Servant,Migration,2,1,Dr. William Brown
655,1,2,male,29.0,2,0,TICK707642,22.58,,S,American,Clerk,Leisure,0,0,Master. John Smith
656,0,3,male,34.9,0,0,TICK681950,13.71,,S,British,Servant,Leisure,0,0,Mr. George Davis
657,0,3,male,54.2,2,2,TICK476557,15.95,,S,British,Servant,Migration,1,0,Master. Thomas Smith
658,1,3,male,36.8,0,0,TICK398803,11.16,,S,British,Farmer,Business,6,0,Master. William Walker
659,0,3,male,47.8,1,0,TICK337002,14.44,,S,British,Servant,Leisure,0,0,Dr. William Lewis
660,0,3,male,11.6,0,0,TICK460891,15.49,,S,French,Servant,Migration,5,0,Rev. William Taylor
661,0,3,male,25.5,1,0,TICK186306,15.67,,C,American,Factory Worker,Leisure,0,0,Mr. George Smith
662,0,1,male,50.6,1,0,TICK534376,54.42,E73,S,French,Lawyer,Migration,2,1,Master. William Johnson
663,1,3,male,27.4,0,0,TICK758630,17.9,,S,British,Factory Worker,Migration,1,0,Rev. George Taylor
664,0,3,male,30.2,0,0,TICK617647,11.87,,C,British,Factory Worker,Leisure,3,1,Dr. Thomas Wilson
665,1,3,male,53.9,0,1,TICK293866,8.94,,S,British,Servant,Leisure,3,0,Dr. William Brown
666,0,1,male,17.3,2,0,TICK991661,143.63,E14,C,Other,Doctor,Migration,5,1,Mr. William Harris
667,1,1,male,20.4,0,1,TICK811555,257.02,,S,Irish,Aristocrat,Leisure,1,1,Mr. Thomas Johnson
668,0,3,female,10.2,1,0,TICK102605,18.3,,S,French,Factory Worker,Migration,0,1,Miss. Sarah Smith
669,0,3,male,54.6,0,0,TICK244545,10.68,,S,American,Servant,Business,0,1,Dr. Thomas Brown
670,0,3,male,45.1,1,2,TICK312792,16.25,,S,British,Factory Worker,Leisure,1,0,Rev. John Wilson
671,0,3,male,44.7,2,3,TICK518255,6.45,,S,British,Factory Worker,Migration,5,0,Rev. George Brown
672,1,3,male,25.1,0,0,TICK358687,12.14,E54,S,American,Servant,Migration,0,0,Rev. George Taylor
673,1,3,female,9.2,0,1,TICK51633,19.88,D92,S,British,Farmer,Business,6,0,Miss. Elizabeth Johnson
674,0,1,male,5.3,2,0,TICK592534,392.11,,C,Other,Aristocrat,Migration,0,0,Dr. James Davis
675,1,3,male,50.8,0,1,TICK543824,8.16,,S,Other,Farmer,Migration,0,0,Mr. John Smith
676,0,3,female,38.5,0,0,TICK941888,12.52,E67,S,French,Factory Worker,Business,0,1,Miss. Mary Johnson
677,1,2,male,41.4,0,0,TICK551705,19.34,,Q,American,Clerk,Leisure,1,0,Mr. James Walker
678,1,3,male,,1,0,TICK608993,11.14,D86,S,British,Farmer,Business,2,0,Dr. William Brown
679,0,3,female,18.7,2,0,TICK533915,16.7,,S,Irish,Laborer,Migration,0,1,Miss. Elizabeth Brown
680,0,3,male,25.8,1,0,TICK886066,16.57,E24,S,Other,Farmer,Migration,1,0,Mr. William Smith
681,1,3,female,15.2,0,0,TICK974124,8.42,A81,S,American,Servant,Leisure,3,0,Miss. Alice Smith
682,0,2,male,13.4,0,2,TICK448416,46.89,C13,S,Other,Teacher,Leisure,3,1,Master. William Brown
683,0,1,female,43.8,0,1,TICK300113,308.51,,S,American,Aristocrat,Leisure,0,1,Miss. Elizabeth Smith
684,0,3,male,6.4,0,0,TICK339480,10.7,,C,American,Servant,Migration,1,0,Master. William Smith
685,0,2,male,15.3,0,1,TICK403724,30.08,D33,S,British,Clerk,Leisure,3,1,Dr. James Brown
686,0,3,male,26.6,0,0,TICK335053,14.08,,S,American,Farmer,Business,5,0,Master. James Harris
687,0,3,male,31.6,1,0,TICK795086,13.4,,C,Other,Factory Worker,Leisure,0,0,Master. John Walker
688,0,1,male,10.0,0,0,TICK188082,258.61,B36,C,British,Aristocrat,Leisure,6,1,Rev. William Walker
689,0,3,male,,0,1,TICK151152,12.57,D7,S,British,Servant,Migration,0,0,Mr. John Walker
690,1,2,female,36.6,1,0,TICK44971,17.06,C59,S,Irish,Nurse,Business,0,0,Miss. Elizabeth Clark
691,1,1,male,33.4,0,0,TICK854527,411.98,,S,British,Merchant,Migration,1,1,Mr. George Clark
692,0,3,female,50.5,0,0,TICK991959,13.13,B27,Q,British,Servant,Migration,5,1,Lady. Sarah Clark
693,1,3,male,31.8,0,0,TICK771310,6.97,E99,S,Irish,Laborer,Leisure,6,0,Rev. John Wilson
694,1,1,male,38.1,3,0,TICK926246,390.09,,C,British,Merchant,Leisure,2,1,Master. John Taylor
695,1,3,male,19.5,0,0,TICK767493,18.99,,S,French,Farmer,Migration,4,1,Dr. James Davis
696,1,3,female,20.1,0,2,TICK221914,19.21,,S,British,Factory Worker,Migration,2,1,Miss. Mary Johnson
697,1,3,male,11.3,0,2,TICK452451,10.54,,C,American,Farmer,Leisure,4,0,Rev. George Johnson
698,1,3,male,19.6,3,0,TICK545352,7.03,B64,C,British,Farmer,Business,1,0,Rev. Thomas Wilson
699,0,3,female,25.6,2,1,TICK292772,12.78,,S,Other,Farmer,Business,3,1,Miss. Mary Smith
700,0,2,female,48.7,0,0,TICK604075,14.5,C79,C,American,Engineer,Migration,1,1,Lady. Margaret Lewis
701,1,1,male,17.5,0,0,TICK923310,468.97,E95,Q,French,Lawyer,Leisure,0,1,Dr. Thomas Davis
702,1,3,male,62.2,0,1,TICK646374,7.75,,S,French,Factory Worker,Leisure,4,1,Mr. James Johnson
703,1,3,female,39.5,0,0,TICK330638,8.79,C13,S,American,Farmer,Migration,3,1,Lady. Alice Johnson
704,0,2,female,36.2,0,0,TICK105298,26.27,,C,Irish,Clerk,Leisure,4,1,Miss. Elizabeth Wilson
705,0,3,female,30.7,0,0,TICK365218,10.75,D41,S,American,Factory Worker,Migration,0,1,Lady. Elizabeth Clark
706,0,1,female,27.8,0,0,TICK299624,403.49,,S,British,Aristocrat,Migration,1,1,Lady. Sarah Smith
707,1,3,male,21.6,0,0,TICK174636,11.84,B97,S,British,Farmer,Migration,0,0,Master. John Wilson
708,0,2,female,9.5,1,0,TICK125309,16.83,,S,British,Clerk,Migration,1,1,Mrs. Mary Davis
709,0,3,male,17.9,0,1,TICK302825,9.01,,S,British,Laborer,Leisure,1,0,Dr. Thomas Smith
710,0,3,male,54.6,0,0,TICK288150,12.64,D45,S,British,Servant,Migration,4,0,Rev. Thomas Walker
711,1,2,male,38.5,0,1,TICK511274,15.9,,S,Irish,Engineer,Migration,3,1,Rev. William Johnson
712,1,3,male,54.4,0,0,TICK461237,14.17,,S,British,Servant,Leisure,3,0,Mr. William Davis
713,1,3,male,21.3,0,0,TICK235496,13.49,,S,Other,Farmer,Migration,5,0,Dr. William Davis
714,0,3,male,14.8,0,0,TICK929355,15.72,C3,S,British,Farmer,Business,2,0,Master. William Brown
715,0,3,male,30.5,1,0,TICK178545,19.07,,C,American,Factory Worker,Migration,1,0,Mr. Thomas Davis
716,0,3,male,18.5,0,1,TICK303491,18.68,,S,Other,Factory Worker,Migration,1,1,Master. George Harris
717,0,3,male,33.5,0,1,TICK985827,19.19,,C,French,Farmer,Business,3,0,Dr. James Taylor
718,0,3,female,6.7,0,0,TICK963270,8.67,,S,French,Factory Worker,Migration,1,1,Miss. Margaret Smith
719,0,3,male,0.1,0,3,TICK273031,6.97,,S,British,Laborer,Business,10,0,Rev. William Clark
720,0,3,female,35.6,2,0,TICK636615,9.53,,S,American,Factory Worker,Migration,1,1,Miss. Sarah Taylor
721,0,2,male,55.1,0,3,TICK791069,45.8,,S,British,Engineer,Leisure,0,0,Dr. John Smith
722,1,1,male,36.3,0,0,TICK112274,486.87,,S,American,Doctor,Migration,3,1,Mr. James Johnson
723,1,3,female,38.4,0,3,TICK970425,17.89,,S,American,Servant,Migration,1,0,Mrs. Margaret Davis
724,0,3,male,31.1,1,1,TICK243928,6.65,E85,S,Irish,Farmer,Leisure,0,1,Rev. George Brown
725,1,3,male,32.5,1,1,TICK699806,19.21,,S,Irish,Servant,Business,5,0,Rev. Thomas Lewis
726,1,2,male,8.8,0,0,TICK293163,26.93,,S,French,Engineer,Leisure,3,0,Master. John Clark
727,1,3,female,19.0,4,1,TICK148852,5.14,,S,British,Laborer,Business,0,1,Mrs. Alice Johnson
728,0,3,male,48.5,2,0,TICK101638,11.64,,S,British,Farmer,Business,3,1,Dr. Thomas Lewis
729,0,3,male,,0,0,TICK217890,5.69,B50,S,Irish,Servant,Migration,2,0,Mr. John Taylor
730,1,1,female,,0,2,TICK579985,285.62,,S,American,Aristocrat,Migration,4,0,Miss. Sarah Davis
731,0,3,male,48.2,1,0,TICK880535,10.08,,S,Irish,Farmer,Migration,4,0,Mr. George Walker
732,1,2,male,32.1,1,0,TICK534408,28.94,,S,Irish,Teacher,Migration,2,1,Mr. George Lewis
733,1,3,male,32.9,2,1,TICK792533,14.2,,S,British,Servant,Leisure,1,0,Mr. William Wilson
734,0,3,female,25.4,0,0,TICK178054,18.03,,S,British,Laborer,Migration,3,1,Mrs. Elizabeth Walker
735,0,3,female,40.6,0,0,TICK29678,14.93,,S,Irish,Laborer,Business,0,1,Miss. Margaret Davis
736,1,1,female,44.4,0,0,TICK628459,234.0,,S,British,Aristocrat,Leisure,1,1,Lady. Sarah Davis
737,0,2,male,18.2,0,1,TICK947383,42.78,C4,S,Irish,Teacher,Migration,0,0,Master. James Smith
738,0,3,female,,0,1,TICK42675,18.58,,S,American,Laborer,Migration,0,1,Lady. Sarah Davis
739,0,3,male,2.5,0,0,TICK934908,6.8,,S,British,Laborer,Migration,0,0,Rev. James Harris
740,0,3,male,37.6,1,0,TICK567052,12.98,B57,S,British,Laborer,Migration,4,0,Rev. Thomas Harris
741,1,3,male,,2,1,TICK565045,9.27,B19,S,Irish,Factory Worker,Migration,2,0,Mr. William Johnson
742,1,3,female,67.4,4,0,TICK838803,5.71,,S,Other,Servant,Business,7,1,Miss. Sarah Walker
743,0,3,male,31.2,1,2,TICK205611,15.03,B3,C,Other,Farmer,Migration,6,0,Master. James Smith
